Title,Content
Tìm ra nhóm thanh niên chặn chém xe tải trong hầm Phước Tượng,ngày 17/3 công an huyện phú lộc thừa thiên huế cho biết đã tìm ra 5 thanh niên mang theo rựa tấn công chặn ôtô tải trong hầm phước tượng xã lộc trì huyện phú lộc khuya ngày 13/3theo công an đêm 12/3 trong khi điều khiển xe máy qua cầu vượt gần hầm phước tượng tuấn anh bị một ôtô tải ép ngã bực tức nam thanh niên về nhà lấy rựa rủ bốn người bạn rượt theo xe tải để trả đũakhi đến hầm phước tượng phát hiện chiếc xe đã ép mình tuấn anh cùng với nhóm bạn điều khiển xe máy lạng lách phía trước dùng dao rựa chém vào xe tải thấy xe tải tiếp tục chạy nhóm thanh niên đuổi theo dừng xe máy giữa hầm chặn đầu ép tài xế dừng xe vung dao hăm doạ tài xế ít phút nhóm thanh niên bỏ đicông an huyện phú lộc đã tạm giữ hung khí cùng phương tiện của nhóm thanh niênvõ thạnh
"Vi phạm luật giao thông, hai thanh niên tấn công cảnh sát",
Thanh niên bị đâm tử vong sau hỗn chiến trong sòng bạc,võ hiếu trọng trần quang thành cùng các bạn đến sòng bầu cua ven đường phạm văn đồng phường vĩnh thọ nha trang chơi khuya 15/3 thì gặp nhóm của phan văn tátrong lúc sát phạt thành văng tục lớn tiếng chửi bạn của tá dẫn đến ẩu đả trọng bị đối phương vây đánh đâm tử vong tá và thành bị thương được chuyển đi cấp cứucảnh sát 113 xuất hiện khống chế ba tên đưa về trụ sở nhà chức trách thu giữ bộ xóc bầu cua dao và một số tang vật khác tại hiện trườngxuân ngọc
"Người trông xe qua mặt ông chủ, trộm 455 lượng vàng trong 6 năm",giữa tháng 1 mang theo lượng lớn vàng tây nguyễn đức tuấn 28 tuổi cùng anh trai đi ôtô từ thành phố hội an tới bán cho một tiệm kim hoàn ở quận sơn trà đà nẵngtrước đó tại quảng nam liên tiếp xảy ra côn đồ bịt mặt xông vào tiệm vàng dùng búa đập bể tủ kính nên khi nhận tin tuấn mang số vàng lớn đi bán nhà chức trách địa phương lập tức cử người tới quận sơn trà khi trinh sát đến nơi anh em tuấn đã giao dịch xong rời tiệmnhiều lực lượng công an được yêu cầu phối hợp truy tìm chiếc xe của anh em tuấn khi bị yêu cầu dừng lại anh em tuấn chống đối cố thủ nghe thông báo nếu không mở cửa xe sẽ bị dùng biện pháp mạnh và phun hơi cay tuấn cùng anh mới chịu ra ngoài hai anh em thương lượng chi một phần số tiền lớn ở trong xe nếu được thả đinhà chức trách xác định hai anh em vừa bán hơn 230 lượng vàng tây gồm nhẫn dây chuyền tằm đeo bông tai và lắc tay và nhận gần năm tỷ đồngtại trụ sở công an anh em tuấn liên tục trả lời không biết trước hàng loạt câu hỏi nói nhặt được đống vàng ở bên đường còn tại nhà tuấn làm việc với công an bố anh ta nói vô tình thấy số vàng lớn trong khi hút cát dưới sông ông đưa môt phần số vàng cho hai con mang ra đà nẵng bán lấy tiền sắm tếttheo nhà chức trách tất cả trang sức có ký hiệu của một tiệm vàng lớn ở đà nẵng chủ tiệm cho biết rất nhiều cửa hàng trong vùng đã mua hàng ở đây trong đó có nơi tuấn đang làm việcba ngày sau khi bị tạm giữ trước kết quả điều tra trên của nhà chức trách tuấn mới thú nhận trong năm 2012 đến 2018 được chủ tiệm vàng ở chợ hội an tin tưởng giao trông coi quầy vàng tây mỗi ngày tuấn lấy trộm một ít đem về nhà cất giấu khi tết nguyên đán cận kề tuấn cùng anh trai đem 230 lượng đi bán trong quá trình điều tra tuấn còn nộp thêm 225 lượngtuy nhiên làm việc với điều tra viên ông chủ của tuấn cho rằng số vàng tuấn có được không phải là của tiệm vì mỗi ngày vào sáng sớm vàng được mang đến tiệm chiều tối kiểm đếm mang về việc buôn bán do vợ và người thân trong gia đình thực hiện tuấn chỉ phụ trách phía bên ngoài hướng dẫn khách để xetuấn lúc này khai lấy vàng vào thời điểm trước khi kiểm đếm để đưa vào tủ trưng bày và trước khi đưa vào két sắt mang về tuấn lấy mỗi ngày một ít trong suốt 6 nămmột điều tra viên cho biết tiệm này có lượng lớn khách đến đổi ngoại tệ việc kinh doanh vàng tây không phải mặt hàng chínhcông an tỉnh quảng nam đã khởi tố tuấn với cáo buộc phạm tội trộm cắp tài sản
Chủ quán cắt tóc bị nhân viên cũ truy sát,ngày 16/3 công an huyện can lộc hà tĩnh cho biết đã khởi tố bị can bắt lê huy hùng 19 tuổi trú xã phú lộc để điều tra tội cố ý gây thương tích theo điều 134 bộ luật hình sự 2015theo tài liệu điều tra năm 2018 hùng được anh lê duy độ 26 tuổi trú cùng xã nhận vào làm tại tiệm cắt tóc phun xăm ở huyện trảng bom đồng nai do mâu thuẫn với ông chủ hùng bực tức xin nghỉ về quêtối 5/2 mùng 1 tết biết anh độ đang ở quê đi hát karaoke cùng bạn tại thôn tân tiến hùng cầm dao đến phục sẵn trước quán để trả thù thấy ông chủ cũ vừa bước ra hùng xông đến chém vào vai khiến tổn hại sức khỏe 13%
Nhân viên giao dầu ăn kiêm vận chuyển ma túy,phòng cảnh sát ma túy công an tp đà nẵng đang tạm giữ hình sự lê minh dương 32 tuổi quê hướng hóa quảng trị để điều tra hành vi tàng trữ 800 viên ma túydương vào đà nẵng làm nhân viên cho một hãng dầu ăn hàng ngày khi đi giao hàng cho công ty dương nhận ship ma tuý đến tận tay con nghiện công an đà nẵng mật phục theo dõi và lập chuyên ánsáng 14/3 cảnh sát ma túy quyết định phá án dương bị bắt quả tang khi đang tàng trữ 800 viên ma túy tổng hợp khi đang đi giao hàng như thường ngàycông an cũng thu giữ điện thoại di động cùng 18 triệu đồng dương mang theo theo điều tra người này từng có tiền án về tội mua bán trái phép chất ma túy ra tù hồi tháng 12/2016công an đang điều tra mở rộng làm rõ các nghi phạm khác có liên quan đến đường dây này
Gã bán thịt lợn giở trò đồi bại với bé gái,ngày 15/3 công an huyện chương mỹ hà nội khởi tố bị can nguyễn trọng trình 30 tuổi xã hòa chính để điều tra tội dâm ô đối với người dưới 16 tuổitrình thừa nhận trưa 24/2 đi bán thịt lợn về phóng xe máy tới khu vực nghĩa trang liệt sĩ xã hợp đồng huyện chương mỹ thì thấy bé gái 10 tuổi đi bộ trên đường nên nảy sinh ý định xấutrình nói dối là người quen của bố cháu bé muốn chở về và dụ bé lên xe chở đi khoảng 5 km trình đưa nạn nhân tới vườn chuối vắng người rồi dâm ô gây án xong yêu râu xanh để nạn nhân lại vườn chuối và bỏ đitheo nhà chức trách nạn nhân bị tổn thương vùng kín rạn xương tay và gãy răng hàm dưới
Thanh niên lập mưu cướp xe ôm,công an thị xã hương trà thừa thiên huế đã bắt giữ trương thống 23 tuổi phường hương hồ thị xã hương trà kẻ dùng dao đâm tài xế để cướp xetheo công an ngày 7/3 thống mang theo con dao vào tp huế chơi và thuê người lái xe ôm chở ra thị xã hương trà khi đến đoạn đường vắng vẻ ở đồi lim thuộc phường hương hồ thị xã hương trà thống dùng dao đâm sau lưng tài xế để cướp xe bị chống cự quyết liệt thống chạy trốn vào rừngsau một ngày tìm kiếm công an thị xã hương trà bắt giữ được thốngvõ thạnh
Thẩm phán ở Bắc Giang vòi tiền ba bị can,vksnd tối cao vừa hoàn tất cáo trạng ủy quyền cho vksnd tỉnh bắc giang giữ quyền công tố tại phiên sơ thẩm xét xử vụ án giáp văn huyên 54 tuổi cựu thẩm phán tand huyện hiệp hòa bị cáo buộc nhận hối lộnhà chức trách xác định ông huyên được tand huyện hiệp hòa tỉnh bắc giang phân công thụ lý giải quyết vụ án lừa đảo chiếm đoạt tài sản của hoàng văn thuấn và đồng phạmngày 9/7/2018 ông huyên gọi thuấn và hai bị can trong vụ án thông báo chuẩn bị ra tòa vào ngày 23/7/2018 theo cáo buộc ông huyên đã nói với họ muốn án nhẹ ở khung hình phạt thấp nhất phải chi từ 30 đến 70 triệu đồngcả ba bị can đồng ý với ông huyên hẹn sẽ đi lo tiền trong ngày 9 và 20/7/2018 ông huyên gọi điện thoại cho thuấn hỏi tiến độ đưa tiền nói nếu thực hiện mức án sẽ là bảy năm còn không là chín năm sáu thángsau lần vợ thuấn liên hệ xin hoãn ông huyên liên tục gọi điện giục thuấn cho rằng đang bị vòi tiền nên chuẩn bị thiết bị để ghi âm chiều 26/7/2018 trong lúc mặc cả xuống 50 triệu đồng thuấn ghi âm cuộc thương lượng vợ chồng thuấn bàn viết đơn tố cáo thẩm phán vòi tiềnvay được 19 triệu đồng thuấn mang tới cho ông huyên còn vợ đi gửi đơn tố cáo tới cơ quan điều tra đầu giờ chiều 31/7/2018 ông trần văn tám chánh tòa huyện hiệp hòa biết việc nhận tiền của ông huyên nên chỉ đạo phải trả cho thuấn ông huyên đã nhờ cấp trên mang tiền tới nhà thuấn trả hộdo cấp trên không thương lượng trả tiền được ông huyên và một đồng nghiệp tới nhà thuấn được vợ bị can rút đơn tố cáo sự việc nhận tiền để giảm án của ông huyên sau đó vẫn bị bại lộban đầu ông huyên không thừa nhận cho rằng khoản tiền để các bị can nộp khắc phục hậu quả vụ án lừa đảo chiếm đoạt tài sản sau đó ông thừa nhận nội dung trao đổi với thuấn trong các tập ghi âm là giọng mìnhtheo cơ quan công tố ông huyên nhiều năm công tác được tặng bằng khen bố là người có công với cách mạng nên đề nghị giảm nhẹ trách nhiệm hình sựliên quan đến vụ án cơ quan công tố cho rằng ông tám và hai cán bộ tòa huyện hiệp hòa vi phạm trong quản lý cán bộ báo cáo xử lý hành vi phạm tội của ông huyên vksnd tối cao đã kiến nghị xem xét xử lý với các ông này
Thanh niên lái ôtô tông loạt xe ở Đà Lạt dương tính ma túy,ngày 15/3 công an tp đà lạt lâm đồng cho biết đang tạm giữ nguyễn văn quốc 27 tuổi việt kiều mỹ người lái ôtô gây tai nạn liên hoàn khiến 5 người bị thươngkết quả thử mẫu nước tiểu của thanh niên dương tính với ma túy lãnh đạo công an nói và cho biết anh ta có bằng lái ôtô ở mỹ nhưng không bằng lái do việt nam cấpvì quốc đang mang quốc tịch mỹ nên nhà chức trách địa phương sẽ phối hợp với tổng lãnh sự quán hoa kỳ tại tp hcm để cùng xử lýtrưa hôm qua thanh niên này lái chiếc toyota altis từ hồ xuân hương đi vào đường nguyễn văn cừ đã húc ôtô 5 chỗ văng lên vỉa hè xe sau đó tiếp tục chạy tông 5 xe máy trước khi đâm đầu vào cột điệnsau tai nạn quốc vẫn ngồi ôm vôlăng lắc lư nói lảm nhảm 20 phút sau anh ta bị cảnh sát cùng người dân kéo ra khỏi xe đưa về trụ sởkhánh hương
"Kẻ 5 lần đi tù cầm xà beng đến đền, chùa phá hòm công đức",ngày 15/3 công an thành phố vinh nghệ an cho biết đã khởi tố bị can với trần đình hoan 32 tuổi trú phường quán bàu thành phố vinh về tội trộm cắp tài sảnhoan từng có 5 tiền án trộm cắp không có việc làm ổn định nên tìm đến các đền chùa lớn ở nghệ an và hà tĩnh để quan sát hòm công đứctừ tháng 12/2018 đến tháng 2 hoan 8 lần đột nhập những nơi này vào ban đêm dùng xà beng và tuốc nơ vít phá các hòm công đức làm bằng tôn lấy được tổng cộng 80 triệu đồngcảnh sát nghi ngờ hoan còn thực hiện nhiều vụ khác nên đang mở rộng điều tra
Nam thiếu niên bị đâm gục khi xô xát với nhóm bạn,ngày 15/3 công an đồng nai đã triệu tập 5 nghi can để điều tra vụ án mạng khiến phạm văn thắng 16 tuổi ở tp biên hòa tử vongtối hôm trước thắng đi uống trà sữa tại phường tân mai tp biên hòa lúc lấy xe ra về nam sinh xảy ra mâu thuẫn với nhóm bạn dẫn đến lời qua tiếng lạixảy ra xô xát thắng bị một người dùng dao đâm 2 nhát gục tại chỗ nạn nhân được đưa đi cấp cứu nhưng không qua khỏiphước tuấn
"Nhiều dao, kiếm trong phòng trọ của 2 thanh niên nghiện ma túy",ngày 15/3 công an tp rạch giá kiên giang tạm giữ vũ văn tuấn 26 tuổi quê hà nội và lê tuấn anh 25 tuổi quê phú thọ về hành vi cho vay nặng lãitối bốn hôm trước cảnh sát bất ngờ kiểm tra hành chính nhà trọ của hai người này thuê ở phường vĩnh thanh vân phát hiện nhiều dao găm kiếm gậy kim loại; cùng nhiều sổ ghi thông tin cho vay lãi suất 30% mỗi thángngoài ra hai thanh niên này còn bị phát hiện dương tính với ma túy đácả hai khai nhận mới vào tp rạch giá thời gian gần đây để đòi nợ thuê cho chủ ở hà nội với mức lương 4 triệu đồng mỗi thánghoàng hạnh
"Nhóm thanh niên truy đuổi, cầm dao chém vào xe tải",
Nguyên trưởng phòng Ngân hàng ANZ chiếm đoạt hơn 90 tỷ đồng,vksnd tp hcm vừa hoàn tất cáo trạng chuyển hồ sơ qua tòa cùng cấp để đưa ra xét xử nguyễn phạm gia thọ cựu cán bộ ngân hàng anz và chị dâu nguyễn tường vi 30 tuổi giám đốc công ty tnhh tm xnk nông sản sài gòn cùng về tội lừa đảo chiếm đoạt tài sảnnăm 2015 thọ là trưởng phòng quan hệ khách hàng phòng giao dịch nam sài gòn tại quận 7 anh ta được giao nhiệm vụ huy động tiền gửi tiết kiệm tư vấn bán bảo hiểm đề xuất cho vay thế chấp sổ tiết kiệmtrong thời gian làm việc thọ giả chữ ký của khách hàng có tài khoản tiết kiệm để đăng ký dịch vụ internet banking sau đó anh ta chuyển tiền của khách vào tài khoản của mình hoặc người thân để chiếm đoạtđầu năm 2016 được khách hàng tên mai nhờ quản lý trái phiếu trị giá 3 tỷ đồng tại công ty chứng khoán vpbs thọ lập 6 hợp đồng giả đề nghị công ty chứng khoán cho vay với hình thức thế chấp số cổ phiếu pvbs đã chuyển 3 tỷ đồng vào tài khoản của bà mai tại ngân hàng anzđể chiếm đoạt số tiền thọ nhờ mẹ mạo nhận là bà mai gọi điện đến ngân hàng nhờ đăng ký dịch vụ internet banking rồi chuyển tiền vào tài khoản của bà ở ngân hàng khác sau đó rút ra đưa cho mình sử dụngtháng 7/2017 để có tiền góp vốn với vi kinh doanh trái cây cung cấp cho siêu thị thọ giả chữ ký của nhiều khách hàng tạo tài khoản đồng sở hữu với người thân tiếp đó anh ta lập hợp đồng giả khách hàng vay tiền của anz giải ngân vào tài khoản đồng sở hữu lập trước đó rồi chuyển vào tài khoản của mình và chị dâutrong đó thọ dùng sổ tiết kiệm của khách hàng tên hiền đã tất toán làm giả hồ sơ thế chấp cho ngân hàng vay 8 tỷ đồng anh ta yêu cầu vi chuyển lại số tiền vào tài khoản của mình nhưng bị chị dâu chiếm đoạt sử dụng cá nhân đổi lại vi tiếp tục cung cấp thông tin nhiều người thân cho thọ làm giả hồ sơ vay tiền nhà băngnhà chức trách xác định thọ đã chiếm đoạt của anz tổng cộng 913 tỷ đồng trong đó vi với vai trò là đồng phạm giúp sức chiếm đoạt hơn 80 tỷliên quan đến vụ án song nhiều người thân của hai bị can không biết nguồn gốc số tiền cũng như mục đích thọ và vi làm nhằm chiếm đoạt tiền của ngân hàng họ cũng không được hưởng lợi từ việc này nên cơ quan chức năng không truy cứu trách nhiệm hình sựhải duyên
Kẻ gian hai lần lẻn vào nhà đại úy công an lấy trộm cây mai quý,sáng 4/3 tây lẻn vào nhà một đại úy công an ở phường điện nam trung thị xã điện bàn quảng nam lấy trộm ba cây mai cùng một con chóhai ngày sau tây đi xe máy tới căn nhà này lấy trộm tiếp một cây mai gia chủ cho hay bốn cây mai có tổng giá trị khoảng 80 triệu đồngtự điều tra kẻ gian một tuần sau đại úy công an tìm ra thủ phạm sống ở phường điện nam đônghiện tây thừa nhận hành vi và đã bị chuyển sang công an thị xã điện bàn để điều tra về hành vi trộm cắp tài sản
Khách mời gây án mạng tại bữa cơm trên tàu,công an thị xã quảng yên quảng ninh đang tạm giữ hình sự lam văn đồng 47 tuổi trú phường minh thành để điều tra hành vi giết ngườitrưa 13/3 vợ chồng anh vũ văn thương 41 tuổi thị xã quảng yên mời đồng và anh nguyễn minh tân 31 tuổi đến tàu của gia đình đang neo đậu ở sôngtrưa cùng ngày trong lúc ăn uống anh đồng và anh tân xảy ra to tiếng dẫn đến xô xát đồng dùng kéo đâm nhiều nhát vào ngực và nách anh tân gây thương tích nặng tử vong trên đường đi cấp cứuchiều cùng ngày đồng đến công an đầu thú
Thanh niên bị bắt sau đêm 'vụng trộm' với bé gái 15 tuổi,qua trò chuyện trên mạng xã hội nguyễn văn tuyến 20 tuổi trú nghệ an kết thân với bé gái tên lam 15 tuổi nhận lời mời đi chơi của tuyến lam rủ thêm một cô bạn cùng tham gia đêm 5/3 tuyến dẫn hai bé gái tới một nhà nghỉ ở huyện nghi xuân hà tĩnh và tại đây đã quan hệ tình dục với lamtuấn tiếp tục đưa hai bé gái đi chơi vào hôm sau nhận tin báo của hai gia đình về việc con gái mất tích công an thành phố vinh vào cuộc điều tra đã tạm giữ tuyến và giao hai bé gái về với cha mẹngày 14/3 công an thành phố vinh nghệ an cho hay tuyến đang bị tạm giữ hình sự về hành vi giao cấu với người từ đủ 13 tuổi đến dưới 16 tuổi tội này có khung hình phạt từ một đến 10 năm tù* tên nạn nhân đã thay đổi
"Bố xem camera lắp bí mật, phát hiện con gái bị hàng xóm xâm hại",ngày 14/3 tand tỉnh hải dương mở phiên sơ thẩm xét xử kín bị cáo nguyễn đình tuyến 49 tuổi về tội hiếp dâm người dưới 16 tuổi theo điều 142 bộ luật hình sự 2015theo cáo trạng ngày 18/10/2018 lợi dụng vợ chồng anh kiên hàng xóm đi vắng tuyến mò sang nhà kéo cháu hoa 10 tuổi con gái lớn anh kiên vào giườnglúc này anh kiên đang ở huyện tứ kỳ mở điện thoại xem dữ liệu từ camera bí mật mới lắp để tìm người vài ngày trước lẻn vào nhà lấy cắp 15 triệu đồng bỗng phát hiện tuyến đang giở trò đồi bại với hoaanh kiên tức tốc trở về nhà bắt quả tang nhưng tuyến đã rời đi trước dữ liệu hình ảnh từ camera tuyến khai đây không phải lần đầu tiên từng nhiều lần xâm hại đứa trẻ 10 tuổi như vậytand tỉnh hải dương phạt tuyến 15 năm tù buộc bồi thường cho nạn nhân 20 triệu đồng tuy nhiên gia đình nạn nhân cho rằng mức án quá nhẹ nên sẽ kháng cáo* tên nạn nhân đã được thay đổi
Đặng Lê Nguyên Vũ: 'Hơn 2.100 tỷ trong ngân hàng chỉ là phần nổi',chiều 1/3 tand tp hcm dừng phiên xử ly hôn của vợ chồng chủ cà phê trung nguyên để thu thập thêm một số chứng cứ liên quan đến yêu cầu phân chia khối tài sản hơn 2100 tỷ đồng tại ngân hàng ông đặng lê nguyên vũ chia sẻ quan điểm về tài sản quyền điều hành trung nguyên- từ lúc bà lê hoàng diệp thảo kiện ly hôn đến giờ đã hơn 3 năm 10 lần hoà giải bất thành trải qua nhiều ngày ở tòa tranh luận với vợ cảm xúc của ông thế nào?- qua tôi buồn mà nói buồn cũng không phải qua thật sự đau lòng 5-6 năm nay qua không bao giờ nói và cho ai nói về bất cứ vấn đề nào nhưng khi phải ra tòa buộc qua phải nói ra một số điều bản chất qua cũng muốn nói để cho người vợ của mình tỉnh ngộ phải thấy những thứ không đúng để rồi hồi tâm chuyển tính- bà thảo nói đóng góp cho trung nguyên thậm chí còn hơn chồng và yêu cầu được sở hữu 51% cổ phần công ty cổ phần đầu tư trung nguyên nếu tòa chấp nhận yêu cầu này và ông không còn quyền điều hành trung nguyên nữa ông có ý kiến gì?- đó cũng là cái nỗi niềm nhưng thôi thì cũng tùy theo luật chứ biết làm sao những cái gì là lẽ phải tòa đều nắm hết biết hết tòa tuyên thế nào là chuyện của họ qua phải chấp nhận thôi không vấn đề gì cả những gì cần nói qua đã nói hết rồiqua hy vọng tin mọi thứ phải có đạo lý tin là tòa thấy được những gì họ cần nếu họ không thấy là chuyện của họ- ông nói ra tòa không phải là để tranh giành tài sản nhưng lại yêu cầu chia 70/30 trong số hơn 2100 tỷ đồng trong ngân hàng và cổ phần tại các công ty có ý kiến cho là ông muốn giành quyền điều hành trung nguyên ông nói gì về điều này?- hồi nào tới giờ qua không quan tâm tới cái đó cái đó nếu có cũng chỉ là phần nổi thôi chứ không phải nhiêu đó tiền 20 năm làm nó nhiều lắmtrung nguyên là của qua không ai giành được hồi xưa tới giờ có ai nói trung nguyên của người khác đâu không bao giờ cứ đi hỏi cả những người từ tuyến sản xuất ai cũng biết- theo quan điểm của các thẩm phán xử ly hôn những cặp vợ chồng ra toà còn tranh cãi là còn cơ hội hàn gắn ông nghĩ thế nào về điều này?- không qua còn nói là còn tức giận cô ấy gây ra đủ thứ chuyện qua phải nói từ sám hối khi qua phải dùng từ đó là nó kinh khủng lắm chỉ có cô ấy mới đưa được qua và cả gia đình ra trước tòa cái bản tâm đó khó lắm phải có thời gian tu tập chỉ hàn gắn được khi người ta hành động vì lòng trắc ẩn và yêu thương- điều ông mong muốn nhất ở phiên toà này là gì?- qua chỉ muốn nói là khi qua còn nói là còn muốn cô ấy tỉnh ngộ qua nghĩ đó là điều quan trọng nhất thứ hai là qua đã nói ngay từ đầu hãy để trung nguyên phát triển trên toàn cầu theo đúng hoạch định của nó để giúp quốc gia dân tộctrung nguyên phải đồng hành với quốc gia dân tộc tiền nhiều để làm chi thay vì đi làm từ thiện thì giúp các bạn trẻ có kiến thức lập nghiệp nuôi ý chí năm rồi qua đã dành 200 tỷ đồng để làm điều đó phát sách miễn phí cho các bạn trẻsau 10 lần hoà giải bất thành ngày 20/2 tòa đưa ra xét xử hai bên căng thẳng về nguyên nhân dẫn đến ly hôn bà thảo cho rằng ông vũ thay đổi nhiều dẫn đến vợ chồng không hòa hợp 6 năm qua bỏ bê vợ con còn ông vũ tố vợ dùng nhiều thủ đoạn để soán quyền điều hành công tycác bên cũng tranh cãi về đóng góp của mình đối với sự phát triển của trung nguyên và giành quyền điều hành công tyhai bên thoả thuận 4 người con do bà thảo nuôi ông vũ cấp dưỡng 10 tỷ đồng mỗi năm đối với những bất động sản đã được thống nhất hai bên đồng ý chia đôi: bà thảo sẽ nhận những nhà đất đang quản lý có giá trị hơn 375 tỷ đồng ông vũ nhận những bất động sản do ông đang quản lý với tổng giá trị hơn 350 tỷ phần chênh lệch 25 tỷ đồng bà thảo sở hữu luật sư đề nghị bà thanh toán lại cho ông vũ 125 tỷhải duyên
